company_name,high,low,last_price,prev_close,change,percent_gain
Saregama India,642.00,559.60,631.75,566.10,65.65,11.6
AstraZeneca,"8,137.50","7,125.05","7,970.05","7,185.60",784.45,10.92
Vijaya Diagnost,988.65,879.70,959.35,880.25,79.1,8.99
Hitachi Energy,"14,839.85","13,435.15","14,545.30","13,647.70",897.6,6.58
JM Financial,154.92,143.40,150.63,142.89,7.74,5.42
Godawari Power,"1,122.90","1,064.80","1,110.00","1,055.55",54.45,5.16
Eris Life,"1,349.00","1,268.00","1,332.70","1,267.55",65.15,5.14
Alok Industries,27.29,24.93,26.53,25.35,1.18,4.65
Tube Investment,"4,406.00","4,147.55","4,336.05","4,146.95",189.1,4.56
Sanofi India,"7,125.45","6,788.60","7,048.85","6,751.80",297.05,4.4
TMB,474.10,450.90,470.70,450.90,19.8,4.39
Jubilant Ing.,780.00,725.90,775.60,743.60,32,4.3
NMDC,247.20,240.10,244.91,235.18,9.73,4.14
Whirlpool,"2,340.80","2,189.00","2,289.60","2,201.45",88.15,4
Narayana Hruda,"1,257.00","1,208.00","1,251.05","1,204.25",46.8,3.89
Cello World,922.40,868.00,913.60,880.55,33.05,3.75
Asahi India,796.00,753.55,789.45,761.05,28.4,3.73
Century,"2,869.95","2,715.90","2,850.05","2,748.05",102,3.71
Archean Chem,725.00,689.10,721.80,696.75,25.05,3.6
Welspun Corp,769.30,739.00,766.30,740.50,25.8,3.48
Aegis Logistics,766.40,716.85,763.95,738.85,25.1,3.4
APL Apollo,"1,589.00","1,521.90","1,584.15","1,532.40",51.75,3.38
Kalyan Jeweller,733.05,705.70,730.25,706.70,23.55,3.33
Amber Enterpris,"4,848.55","4,580.00","4,809.10","4,658.75",150.35,3.23
Fortis Health,618.80,592.50,615.10,596.70,18.4,3.08
PNC Infratech,447.80,432.10,446.30,433.55,12.75,2.94
TVS Supply,204.55,197.00,203.70,197.91,5.79,2.93
JSW Steel,"1,032.90","1,004.00","1,030.05","1,001.55",28.5,2.85
Trident,37.35,35.48,36.66,35.67,0.99,2.78
Vaibhav Global,312.65,301.10,311.25,302.85,8.4,2.77
Jyothy Labs,560.00,532.05,558.00,543.25,14.75,2.72
Shree Renuka,55.11,52.38,54.47,53.05,1.42,2.68
Piramal Pharma,229.75,219.02,229.01,223.10,5.91,2.65
Glenmark Life,"1,070.00","1,023.55","1,057.45","1,030.30",27.15,2.64
Bharat Dynamics,"1,165.95","1,114.80","1,160.00","1,130.25",29.75,2.63
Bharat Dynamics,"1,165.95","1,114.80","1,160.00","1,130.25",29.75,2.63
Clean Science,"1,585.80","1,538.60","1,576.50","1,537.25",39.25,2.55
Birla Corp,"1,283.15","1,236.00","1,267.70","1,236.25",31.45,2.54
Amara Raja,"1,432.00","1,351.00","1,425.95","1,392.15",33.8,2.43
CIEINDIA,562.60,536.55,557.40,544.30,13.1,2.41
One 97 Paytm,695.45,655.05,688.30,672.30,16,2.38
KEI Industries,"4,309.95","4,143.65","4,297.30","4,200.20",97.1,2.31
CRISIL,"4,680.00","4,561.00","4,662.50","4,559.95",102.55,2.25
Tata Chemicals,"1,101.30","1,074.15","1,091.10","1,067.20",23.9,2.24
KNR Construct,346.45,334.95,343.75,336.60,7.15,2.12
Krishna Inst.,560.00,541.15,556.55,545.10,11.45,2.1
Krishna Inst.,560.00,541.15,556.55,545.10,11.45,2.1
NMDC Steel,55.21,53.26,53.95,52.84,1.11,2.1
Elgi Equipments,684.00,665.85,679.70,665.85,13.85,2.08
Page Industries,"42,961.60","41,727.80","42,904.20","42,034.05",870.15,2.07
Chola Fin Hold,"2,060.00","1,995.65","2,043.70","2,002.55",41.15,2.05
Dalmia Bharat,"1,954.40","1,889.45","1,933.20","1,894.75",38.45,2.03
JB Chemicals,"1,898.75","1,849.40","1,875.00","1,837.95",37.05,2.02
JB Chemicals,"1,898.75","1,849.40","1,875.00","1,837.95",37.05,2.02
GlaxoSmithKline,"2,782.25","2,700.05","2,750.55","2,697.50",53.05,1.97
Emami,773.30,740.00,766.20,751.65,14.55,1.94
India Cements,367.45,352.60,365.70,359.20,6.5,1.81
Route,"1,579.00","1,530.30","1,565.20","1,537.50",27.7,1.8
LTIMindtree,"6,273.30","6,023.00","6,244.35","6,136.10",108.25,1.76
Bayer CropScien,"6,435.00","6,255.00","6,411.80","6,301.70",110.1,1.75
Poly Medicure,"2,336.95","2,259.05","2,314.75","2,275.00",39.75,1.75
EPL,261.99,253.20,259.46,255.05,4.41,1.73
EID Parry,860.10,831.05,857.75,843.70,14.05,1.67
Vardhman Text,479.85,468.00,473.40,465.65,7.75,1.66
IGL,560.35,544.30,558.55,549.50,9.05,1.65
Sun Pharma Adv,218.00,209.70,215.94,212.46,3.48,1.64
Avanti Feeds,631.90,613.00,628.50,618.45,10.05,1.63
Syngene Intl,901.00,871.80,898.40,884.15,14.25,1.61
R R Kabel,"1,748.75","1,701.70","1,733.35","1,706.00",27.35,1.6
P and G,"16,724.95","16,427.25","16,674.65","16,413.15",261.5,1.59
NALCO,214.69,206.53,210.29,207.04,3.25,1.57
Federal Bank,197.70,192.90,196.73,193.71,3.02,1.56
Guj State Petro,435.00,420.00,425.05,418.65,6.4,1.53
Motilal Oswal,769.00,740.00,762.10,750.65,11.45,1.53
CSB Bank,314.55,305.75,313.35,308.70,4.65,1.51
Chennai Petro,943.90,923.05,934.45,920.65,13.8,1.5
Westlife Food,949.90,911.00,944.35,930.45,13.9,1.49
CenturyPlyboard,893.40,863.50,889.05,876.10,12.95,1.48
SRF,"2,519.95","2,470.10","2,497.85","2,461.55",36.3,1.47
M&M Financial,341.65,330.65,338.35,333.50,4.85,1.45
NTPC,448.45,433.60,443.20,436.90,6.3,1.44
Zee Entertain,138.50,132.97,137.70,135.75,1.95,1.44
Endurance Techn,"2,435.70","2,355.00","2,400.75","2,367.10",33.65,1.42
Garden Reach Sh,"1,732.50","1,671.10","1,722.35","1,698.20",24.15,1.42
Jindal Stainles,794.00,771.20,790.50,779.45,11.05,1.42
GAIL,245.00,230.65,240.29,236.98,3.31,1.4
HUDCO,243.10,234.00,241.80,238.45,3.35,1.4
Schaeffler Ind,"3,930.00","3,832.10","3,913.70","3,860.25",53.45,1.38
Ipca Labs,"1,505.00","1,455.00","1,498.10","1,478.10",20,1.35
MRPL,183.65,178.33,182.18,179.76,2.42,1.35
KEC Intl,"1,068.00","1,018.05","1,038.55","1,025.10",13.45,1.31
Anand Rathi,"3,998.00","3,756.00","3,925.35","3,875.00",50.35,1.3
Blue Dart,"8,240.00","8,085.00","8,204.70","8,100.10",104.6,1.29
AU Small Financ,743.90,720.00,740.20,731.10,9.1,1.24
Adani Wilmar,350.45,340.65,348.30,344.05,4.25,1.24
Gujarat Gas,621.50,608.00,618.40,610.80,7.6,1.24
IDFC,115.69,112.48,113.29,111.90,1.39,1.24
Craftsman,"6,529.00","6,313.00","6,474.60","6,396.50",78.1,1.22
IRFC,159.30,154.80,158.72,156.81,1.91,1.22
Suven Pharma,"1,203.70","1,152.45","1,173.00","1,158.85",14.15,1.22
ACC,"2,544.90","2,472.05","2,513.45","2,483.30",30.15,1.21
Hindalco,764.45,749.45,756.20,747.15,9.05,1.21
Tata Steel,170.18,167.26,168.55,166.55,2,1.2
Tata Steel,170.18,167.26,168.55,166.55,2,1.2
Anupam Rasayan,743.00,725.00,736.95,728.25,8.7,1.19
Happiest Minds ,812.55,792.15,808.40,798.90,9.5,1.19
Olectra Greente,"1,670.00","1,615.00","1,655.45","1,636.30",19.15,1.17
COFORGE LTD.,"7,029.30","6,874.95","7,016.45","6,935.35",81.1,1.17
Angel One,"2,608.00","2,493.00","2,561.70","2,532.30",29.4,1.16
Indiamart Inter,"2,966.35","2,900.05","2,951.80","2,918.20",33.6,1.15
Triveni Engg,477.10,463.10,475.55,470.15,5.4,1.15
Jindal Steel,"1,058.85","1,023.55","1,039.65","1,028.05",11.6,1.13
PNB Housing Fin,987.00,960.00,982.95,971.95,11,1.13
Britannia,"6,362.90","6,241.10","6,338.15","6,268.80",69.35,1.11
AIA Engineering,"4,367.45","4,265.00","4,336.40","4,290.15",46.25,1.08
Sona BLW,746.30,728.65,743.40,735.45,7.95,1.08
Coromandel Int,"1,680.90","1,636.10","1,674.65","1,657.00",17.65,1.07
Colgate,"3,890.00","3,763.00","3,804.50","3,764.05",40.45,1.07
HEG,"2,535.00","2,426.85","2,479.55","2,453.30",26.25,1.07
NBCC (India),180.33,174.51,179.30,177.41,1.89,1.07
BSE Limited,"3,825.00","3,579.95","3,684.65","3,645.95",38.7,1.06
Exide Ind,505.30,488.55,502.55,497.30,5.25,1.06
CHEMPLAST SANMA,518.45,508.95,514.25,508.95,5.3,1.04
Supreme Ind,"5,397.00","5,205.00","5,321.65","5,266.75",54.9,1.04
KSB Pumps,901.60,880.80,899.30,890.45,8.85,0.99
KSB Pumps,901.60,880.80,899.30,890.45,8.85,0.99
