company_name,high,low,last_price,prev_close,change,percent_gain
Indiabulls Real,69.80,63.10,69.25,62.70,6.55,10.45
COFORGE LTD.,"5,402.00","4,703.00","5,390.85","4,913.10",477.75,9.72
GMR Airports,66.50,59.60,64.90,59.30,5.6,9.44
Swan Energy,306.50,283.00,301.25,283.15,18.1,6.39
CHEMPLAST SANMA,520.80,483.00,510.30,479.80,30.5,6.36
Rallis India,231.70,217.30,229.50,217.95,11.55,5.3
Mahindra Holida,398.00,374.05,395.60,376.45,19.15,5.09
C. E. Info Syst,"1,766.45","1,670.20","1,741.05","1,657.00",84.05,5.07
Guj Amb Exports,264.30,245.00,257.30,245.35,11.95,4.87
IFB Industries,949.00,889.55,936.90,894.60,42.3,4.73
MphasiS,"2,472.95","2,358.15","2,463.90","2,354.20",109.7,4.66
JK Paper,383.45,365.00,380.05,364.15,15.9,4.37
Shree Renuka,47.15,44.85,46.80,44.85,1.95,4.35
Rattanindia Ent,55.10,51.30,53.35,51.15,2.2,4.3
APL Apollo,"1,663.90","1,592.50","1,655.60","1,589.85",65.75,4.14
Borosil Renew,455.95,432.00,446.90,430.40,16.5,3.83
MTAR Tech,"2,440.00","2,293.75","2,304.90","2,220.60",84.3,3.8
Indiabulls Hsg,159.95,154.10,158.80,153.00,5.8,3.79
Zydus Wellness,"1,655.10","1,606.30","1,646.35","1,590.55",55.8,3.51
Greenpanel Ind,359.50,346.10,357.15,345.70,11.45,3.31
Triveni Turbine,391.30,375.15,386.90,374.50,12.4,3.31
Solar Ind,"4,519.75","4,375.00","4,505.55","4,370.75",134.8,3.08
EID Parry,483.00,464.85,478.55,464.40,14.15,3.05
Escorts Kubota,"3,004.20","2,901.05","2,988.20","2,900.55",87.65,3.02
Laxmi Organic,269.00,257.05,263.70,256.55,7.15,2.79
Bombay Burmah,"1,032.00",995.70,"1,025.05",997.40,27.65,2.77
Latent View,444.05,422.10,436.50,424.75,11.75,2.77
Coromandel Int,"1,115.00","1,065.75","1,095.40","1,067.55",27.85,2.61
Max Financial,939.00,900.00,904.35,881.50,22.85,2.59
Sun TV Network,585.90,563.60,582.55,568.25,14.3,2.52
