company_name,high,low,last_price,prev_close,change,percent_gain
KFin Tech,"1,446.95","1,296.05","1,429.05","1,328.70",100.35,7.55
Jaiprakash Pow,20.09,17.94,19.87,18.53,1.34,7.23
Chennai Petro,611.95,562.55,606.20,574.55,31.65,5.51
Ipca Labs,"1,602.50","1,478.50","1,594.95","1,513.20",81.75,5.4
Anant Raj,840.90,772.80,837.65,800.10,37.55,4.69
IFCI,64.70,59.00,63.90,61.05,2.85,4.67
Dr Reddys Labs,"1,331.35","1,271.65","1,325.60","1,275.40",50.20,3.94
Dr Reddys Labs,"1,331.35","1,271.65","1,325.60","1,275.40",50.20,3.94
Valor Estate,191.80,178.06,190.25,183.36,6.89,3.76
Oracle Fin Serv,"12,924.00","11,995.00","12,830.40","12,376.50",453.90,3.67
Syrma SGS,631.80,572.00,614.70,593.40,21.30,3.59
Abbott India,"29,243.95","27,940.05","29,053.85","28,109.60",944.25,3.36
JB Chemicals,"1,952.00","1,844.70","1,913.25","1,855.80",57.45,3.1
JB Chemicals,"1,952.00","1,844.70","1,913.25","1,855.80",57.45,3.1
Lupin,"2,166.90","2,079.20","2,162.85","2,099.10",63.75,3.04
Mankind Pharma,"2,922.90","2,744.20","2,891.05","2,805.95",85.10,3.03
GE Vernova T&D,"2,150.00","1,999.00","2,110.90","2,052.90",58.00,2.83
BSE Limited,"5,802.55","5,455.00","5,791.45","5,632.45",159.00,2.82
Jindal Saw,315.85,299.90,313.25,304.75,8.50,2.79
Jindal Saw,315.85,299.90,313.25,304.75,8.50,2.79
Manappuram Fin,184.70,172.03,183.68,178.77,4.91,2.75
Home First,"1,037.00",991.30,"1,031.75","1,004.60",27.15,2.7
Honeywell Autom,"41,625.40","39,336.60","40,884.60","39,813.95","1,070.65",2.69
Torrent Pharma,"3,489.50","3,358.10","3,469.15","3,381.90",87.25,2.58
HINDPETRO,411.00,388.85,407.40,398.05,9.35,2.35
Cipla,"1,510.05","1,449.90","1,506.55","1,472.40",34.15,2.32
Hitachi Energy,"13,249.00","12,301.10","13,120.65","12,841.35",279.30,2.18
BPCL,295.85,282.05,294.55,288.30,6.25,2.17
Brigade Ent,"1,318.50","1,231.25","1,302.95","1,275.35",27.60,2.16
Krishna Inst.,596.50,575.00,595.25,582.65,12.60,2.16
Krishna Inst.,596.50,575.00,595.25,582.65,12.60,2.16
Natco Pharma,"1,490.00","1,425.15","1,476.80","1,445.75",31.05,2.15
IOC,140.30,133.54,139.62,136.71,2.91,2.13
Honasa Consumer,259.80,246.00,257.70,252.35,5.35,2.12
Emami,602.90,580.00,598.60,586.45,12.15,2.07
Praj Industries,834.00,779.00,820.00,803.60,16.40,2.04
Mah Seamless,748.85,722.50,745.45,730.80,14.65,2
Kaynes Tech,"7,780.00","6,950.00","7,242.75","7,101.35",141.40,1.99
COFORGE LTD.,"9,672.35","9,188.20","9,657.10","9,471.35",185.75,1.96
Persistent,"6,699.80","6,331.00","6,674.20","6,548.25",125.95,1.92
Persistent,"6,699.80","6,331.00","6,674.20","6,548.25",125.95,1.92
Lemon Tree,159.00,149.20,157.53,154.79,2.74,1.77
Equitas Bank,65.35,63.05,65.13,64.06,1.07,1.67
INDUS TOWERS,347.35,332.60,346.40,340.75,5.65,1.66
Mahanagar Gas,"1,277.60","1,217.85","1,259.65","1,239.55",20.10,1.62
Varroc Engineer,628.00,595.00,622.40,612.45,9.95,1.62
Newgen Software,"1,528.90","1,465.00","1,522.25","1,498.45",23.80,1.59
Amber Enterpris,"6,189.00","5,875.00","6,093.40","5,999.60",93.80,1.56
Metro Brands,"1,319.80","1,260.95","1,303.50","1,284.15",19.35,1.51
KPR Mill,"1,152.00","1,090.50","1,145.30","1,128.50",16.80,1.49
Sundaram Fin,"4,579.95","4,359.55","4,537.35","4,470.85",66.50,1.49
Bayer CropScien,"5,919.00","5,560.00","5,800.95","5,717.20",83.75,1.46
UNO Minda,"1,054.40","1,012.00","1,046.45","1,032.40",14.05,1.36
Torrent Power,"1,636.20","1,572.55","1,632.00","1,610.30",21.70,1.35
Bajaj Holdings,"11,524.00","10,849.85","11,331.50","11,184.05",147.45,1.32
Indian Renew,212.75,200.00,209.03,206.33,2.70,1.31
Asahi India,764.00,734.20,760.10,750.40,9.70,1.29
KEC Intl,"1,224.00","1,145.10","1,202.20","1,187.10",15.10,1.27
ICICI Lombard ,"1,905.00","1,840.55","1,898.00","1,874.70",23.30,1.24
Sun Pharma,"1,829.40","1,790.80","1,823.30","1,801.05",22.25,1.24
Shree Renuka,41.70,39.65,41.07,40.57,0.50,1.23
CESC,188.30,181.51,186.97,184.79,2.18,1.18
Westlife Food,870.00,836.60,846.05,836.20,9.85,1.18
Mastek,"3,245.00","3,082.35","3,234.55","3,196.90",37.65,1.18
