company_name,high,low,last_price,prev_close,change,percent_gain
TV18 Broadcast,54.29,49.65,51.59,47.91,3.68,7.68
Whirlpool,"2,248.00","2,076.00","2,194.80","2,073.95",120.85,5.83
Guj State Petro,423.00,394.05,419.30,396.35,22.95,5.79
Concord Biotech,"1,815.00","1,582.00","1,705.60","1,612.60",93,5.77
Godfrey Phillip,"6,548.95","5,765.05","6,129.95","5,798.70",331.25,5.71
Finolex Ind,327.70,294.35,313.35,297.45,15.9,5.35
Sonata,678.95,641.40,656.90,624.50,32.4,5.19
PNB Housing Fin,972.60,896.70,946.90,902.50,44.4,4.92
JM Financial,113.30,101.29,106.61,101.85,4.76,4.67
Tata Motors,"1,142.00","1,066.00","1,121.65","1,074.55",47.1,4.38
Tata Motors,"1,142.00","1,066.00","1,121.65","1,074.55",47.1,4.38
KEC Intl,954.00,881.80,900.75,868.05,32.7,3.77
Global Health,"1,134.95","1,070.75","1,123.50","1,085.90",37.6,3.46
VIP Industries,493.75,466.10,478.40,462.40,16,3.46
Network 18,106.00,98.30,99.42,96.19,3.23,3.36
One 97 Paytm,564.80,540.10,554.50,538.00,16.5,3.07
Tata Motors DVR,774.45,740.60,768.65,746.80,21.85,2.93
Tata Motors DVR,774.45,740.60,768.65,746.80,21.85,2.93
Power Finance,556.50,540.45,554.45,539.25,15.2,2.82
Birlasoft,686.45,657.00,679.00,661.35,17.65,2.67
JK Bank,114.10,110.23,111.31,108.59,2.72,2.5
Bajaj Finserv,"1,772.00","1,711.55","1,755.65","1,713.50",42.15,2.46
Bajaj Finserv,"1,772.00","1,711.55","1,755.65","1,713.50",42.15,2.46
Brigade Ent,"1,212.00","1,166.35","1,202.20","1,173.60",28.6,2.44
BPCL,357.55,347.15,356.45,348.15,8.3,2.38
Bajaj Finance,"7,158.00","6,881.55","7,063.55","6,900.00",163.55,2.37
L&T Technology,"6,000.00","5,628.45","5,810.25","5,678.60",131.65,2.32
HINDPETRO,417.50,402.45,415.85,406.60,9.25,2.27
Britannia,"5,845.00","5,696.15","5,831.40","5,703.35",128.05,2.25
Medplus Health,681.15,661.00,671.90,657.95,13.95,2.12
Vodafone Idea,16.55,15.97,16.30,15.97,0.33,2.07
HCL Tech,"1,756.00","1,697.25","1,751.85","1,719.45",32.4,1.88
APL Apollo,"1,507.75","1,466.00","1,503.25","1,475.60",27.65,1.87
IOC,177.30,173.16,176.84,173.75,3.09,1.78
Raymond,"2,062.95","1,960.00","1,988.95","1,954.95",34,1.74
Mahindra Holida,414.80,403.25,410.80,404.05,6.75,1.67
RamkrishnaForge,979.00,942.00,964.50,948.85,15.65,1.65
Persistent,"5,095.30","4,958.95","5,077.95","4,997.95",80,1.6
Persistent,"5,095.30","4,958.95","5,077.95","4,997.95",80,1.6
ITC,507.70,497.35,505.10,497.30,7.8,1.57
Reliance,"3,074.00","2,988.00","3,041.85","2,996.60",45.25,1.51
HUDCO,297.70,285.20,293.65,289.95,3.7,1.28
Godrej Ind,"1,030.00",991.95,"1,013.75","1,001.00",12.75,1.27
REC,636.00,619.10,626.25,618.55,7.7,1.24
Sundaram Fin,"4,800.00","4,607.55","4,723.20","4,665.50",57.7,1.24
