company_name,high,low,last_price,prev_close,change,percent_gain
CreditAccess Gr,"1,085.00",902.65,"1,029.10",911.10,118,12.95
Phoenix Mills,"1,797.95","1,561.55","1,692.25","1,573.20",119.05,7.57
MMTC Ltd,80.75,69.82,76.22,70.94,5.28,7.44
Anant Raj,947.90,885.00,935.55,884.65,50.9,5.75
Concord Biotech,"2,285.00","2,152.30","2,262.90","2,172.95",89.95,4.14
Ujjivan Small,35.79,33.61,35.44,34.16,1.28,3.75
Oil India,494.55,473.65,491.70,474.35,17.35,3.66
Zee Entertain,136.48,129.33,133.77,129.50,4.27,3.3
IIFL Finance,438.00,416.35,434.60,421.40,13.2,3.13
ONGC,273.50,265.75,271.33,263.49,7.84,2.98
L&T Finance,145.87,137.45,143.40,139.36,4.04,2.9
MRPL,154.50,144.61,148.48,144.52,3.96,2.74
Castrol,204.50,196.58,201.03,195.83,5.2,2.66
Railtel,417.30,396.20,409.55,399.70,9.85,2.46
GAIL,191.67,186.99,190.58,186.06,4.52,2.43
Berger Paints,463.60,449.10,461.95,451.25,10.7,2.37
LTIMindtree,"5,900.00","5,661.50","5,881.85","5,756.95",124.9,2.17
Indian Renew,225.98,215.60,223.38,218.72,4.66,2.13
Akums Drugs & P,652.65,613.00,624.35,611.60,12.75,2.08
Zensar Tech,798.50,758.20,788.90,773.30,15.6,2.02
Reliance,"1,271.05","1,245.35","1,265.50","1,240.85",24.65,1.99
TCS,"4,126.00","4,017.75","4,108.40","4,028.30",80.1,1.99
Capri Global,191.53,182.88,189.26,185.64,3.62,1.95
Capri Global,191.53,182.88,189.26,185.64,3.62,1.95
ITC,452.05,437.10,449.55,441.10,8.45,1.92
SRF,"2,371.95","2,298.10","2,350.95","2,308.45",42.5,1.84
Asian Paints,"2,338.00","2,272.70","2,334.35","2,292.60",41.75,1.82
Chennai Petro,636.35,604.90,615.40,604.45,10.95,1.81
TBO Tek,"1,830.00","1,743.00","1,774.40","1,743.10",31.3,1.8
Emcure Pharmace,"1,455.95","1,415.00","1,446.10","1,420.65",25.45,1.79
Krishna Inst.,669.00,649.50,660.90,649.35,11.55,1.78
Krishna Inst.,669.00,649.50,660.90,649.35,11.55,1.78
Supreme Ind,"4,673.00","4,440.00","4,607.10","4,529.70",77.4,1.71
AIA Engineering,"3,440.00","3,328.05","3,398.70","3,343.25",55.45,1.66
Poonawalla Fin,325.50,315.95,321.80,316.60,5.2,1.64
Colgate,"2,803.45","2,723.20","2,789.75","2,745.45",44.3,1.61
Global Health,"1,098.90","1,063.00","1,079.45","1,062.75",16.7,1.57
Bajaj Holdings,"11,764.95","11,138.80","11,270.80","11,101.30",169.5,1.53
Jubilant Pharmo,"1,044.70",996.40,"1,039.75","1,024.50",15.25,1.49
