company_name,high,low,last_price,prev_close,change,percent_gain
APTUS VALUE,401.65,365.00,389.65,360.80,28.85,8
BSE Limited,"4,989.80","4,535.95","4,809.50","4,496.45",313.05,6.96
CDSL,"1,615.00","1,480.35","1,579.30","1,478.05",101.25,6.85
Finolex Ind,319.45,295.35,316.05,299.45,16.6,5.54
Raymond,"1,700.00","1,605.05","1,683.90","1,603.45",80.45,5.02
Federal Bank,197.89,188.56,196.74,187.55,9.19,4.9
Kalyan Jeweller,754.90,718.40,750.80,720.30,30.5,4.23
Oberoi Realty,"2,012.90","1,925.00","1,997.80","1,919.15",78.65,4.1
Wipro,551.85,536.30,549.55,528.30,21.25,4.02
Zensar Tech,726.00,689.70,722.45,694.95,27.5,3.96
KFin Tech,"1,096.20","1,027.00","1,085.20","1,044.10",41.1,3.94
Narayana Hruda,"1,276.00","1,230.20","1,268.80","1,221.20",47.6,3.9
Schaeffler Ind,"4,080.00","3,898.35","4,043.10","3,898.35",144.75,3.71
UNO Minda,"1,024.10",975.00,"1,022.15",985.75,36.4,3.69
DOMS Industries,"2,814.30","2,684.05","2,789.90","2,694.30",95.6,3.55
Macrotech Dev,"1,215.00","1,171.10","1,210.55","1,169.85",40.7,3.48
Jupiter Wagons,526.65,506.20,521.85,505.75,16.1,3.18
Hind Zinc,522.80,506.60,520.20,504.15,16.05,3.18
New India Assur,218.79,209.57,216.04,209.68,6.36,3.03
MphasiS,"2,973.90","2,890.20","2,962.60","2,876.35",86.25,3
Hind Copper,333.35,310.60,325.25,315.85,9.4,2.98
RamkrishnaForge,"1,034.00",989.85,"1,028.15",999.30,28.85,2.89
Torrent Power,"1,978.00","1,890.00","1,940.25","1,886.40",53.85,2.85
Tech Mahindra,"1,697.00","1,648.00","1,692.50","1,647.05",45.45,2.76
Persistent,"5,638.95","5,457.05","5,616.70","5,469.55",147.15,2.69
Persistent,"5,638.95","5,457.05","5,616.70","5,469.55",147.15,2.69
HINDPETRO,407.90,396.05,405.85,395.50,10.35,2.62
Avanti Feeds,632.70,606.00,626.30,610.40,15.9,2.6
Alkyl Amines,"2,350.00","2,254.90","2,335.70","2,277.15",58.55,2.57
Godrej Prop,"3,100.00","3,003.60","3,091.55","3,014.25",77.3,2.56
Karur Vysya,207.07,197.20,204.04,199.04,5,2.51
Amber Enterpris,"5,298.00","5,035.00","5,145.40","5,019.85",125.55,2.5
TITAGARH,"1,179.75","1,100.00","1,120.60","1,093.85",26.75,2.45
General Insuran,405.60,390.60,399.70,390.40,9.3,2.38
PNC Infratech,467.60,449.00,450.90,440.60,10.3,2.34
HDFC Life,741.60,726.30,740.60,723.85,16.75,2.31
Mastek,"2,819.00","2,711.15","2,771.50","2,709.80",61.7,2.28
Motilal Oswal,832.00,806.30,826.80,808.55,18.25,2.26
BLS Internation,379.95,366.75,370.85,362.70,8.15,2.25
HDFC Bank,"1,692.05","1,654.00","1,688.10","1,651.00",37.1,2.25
Sonata,624.90,591.10,621.35,607.70,13.65,2.25
INDUS TOWERS,389.00,378.25,386.90,378.50,8.4,2.22
Global Health,"1,051.80","1,032.00","1,046.70","1,024.70",22,2.15
Five-Star Busin,827.40,799.70,823.65,806.40,17.25,2.14
Bikaji Foods,885.90,850.95,859.55,841.75,17.8,2.11
Larsen,"3,573.85","3,501.30","3,555.05","3,482.55",72.5,2.08
Ratnamani Metal,"3,621.00","3,520.00","3,607.95","3,534.90",73.05,2.07
Timken,"3,820.00","3,701.30","3,809.10","3,733.30",75.8,2.03
Jindal Saw,363.70,352.40,360.75,353.60,7.15,2.02
Jindal Saw,363.70,352.40,360.75,353.60,7.15,2.02
CAMS,"4,674.00","4,401.90","4,600.60","4,511.25",89.35,1.98
DLF,864.80,843.80,862.90,846.60,16.3,1.93
Usha Martin,433.00,404.05,430.15,422.10,8.05,1.91
Birla Corp,"1,249.95","1,208.35","1,237.20","1,214.25",22.95,1.89
Delhivery,419.60,410.00,418.80,411.15,7.65,1.86
Nuvama Wealth,"6,881.00","6,628.55","6,815.80","6,691.30",124.5,1.86
Poly Medicure,"2,669.70","2,361.50","2,387.50","2,344.20",43.3,1.85
Aditya Birla F,350.80,338.15,346.45,340.25,6.2,1.82
ITC,499.00,488.65,496.95,488.20,8.75,1.79
Welspun Corp,714.50,694.00,711.95,699.65,12.3,1.76
IndusInd Bank,"1,371.50","1,348.30","1,370.45","1,347.60",22.85,1.7
Equitas Bank,74.20,73.00,74.11,72.90,1.21,1.66
Kaynes Tech,"5,755.55","5,580.00","5,682.30","5,590.30",92,1.65
Ipca Labs,"1,707.70","1,660.15","1,682.20","1,655.05",27.15,1.64
NALCO,232.45,224.51,226.56,222.92,3.64,1.63
Shriram Finance,"3,430.00","3,353.75","3,395.30","3,341.20",54.1,1.62
Chola Fin Hold,"1,959.80","1,868.30","1,919.35","1,888.75",30.6,1.62
PNB Housing Fin,"1,014.40",967.85,989.50,973.95,15.55,1.6
Apollo Hospital,"7,101.40","6,961.75","7,092.60","6,983.40",109.2,1.56
AU Small Financ,708.10,682.90,701.00,690.40,10.6,1.54
