company_name,high,low,last_price,prev_close,change,percent_gain
ITI,378.35,313.40,373.85,315.30,58.55,18.57
Capri Global,975.80,872.35,958.00,813.20,144.8,17.81
IRFC,146.80,136.15,141.85,130.10,11.75,9.03
PNB Housing Fin,894.70,789.45,848.00,797.20,50.8,6.37
Aster DM Health,449.70,422.00,425.15,400.20,24.95,6.23
JM Financial,110.70,101.00,107.35,101.35,6,5.92
PNC Infratech,427.90,395.55,405.15,386.90,18.25,4.72
One 97 Paytm,750.00,719.20,747.35,714.20,33.15,4.64
LIC India,900.00,850.00,892.55,854.80,37.75,4.42
IOC,144.35,137.50,143.60,137.65,5.95,4.32
Zee Entertain,254.95,243.25,253.30,242.80,10.5,4.32
SAIL,119.95,114.00,119.55,114.65,4.9,4.27
Borosil Renew,524.80,491.55,510.45,491.20,19.25,3.92
Hind Copper,275.00,260.00,266.95,256.95,10,3.89
Yes Bank,26.25,24.90,25.65,24.75,0.9,3.64
Polycab,"4,361.00","4,255.00","4,340.80","4,198.20",142.6,3.4
ICICI Securitie,799.55,764.60,784.00,758.85,25.15,3.31
Bayer CropScien,"5,996.00","5,781.05","5,968.85","5,783.30",185.55,3.21
BSE Limited,"2,320.00","2,240.00","2,308.75","2,238.35",70.4,3.15
New India Assur,229.00,217.35,223.60,216.95,6.65,3.07
Westlife Food,868.80,840.00,865.45,840.85,24.6,2.93
Restaurant Bran,133.70,123.45,127.30,123.75,3.55,2.87
SKF India,"4,710.05","4,561.15","4,680.65","4,552.15",128.5,2.82
Cochin Shipyard,808.40,773.00,792.15,770.50,21.65,2.81
Cochin Shipyard,808.40,773.00,792.15,770.50,21.65,2.81
MRPL,179.50,169.35,174.05,169.30,4.75,2.81
BPCL,479.80,460.50,472.85,459.95,12.9,2.8
Bank of India,136.90,129.60,134.55,130.90,3.65,2.79
Sobha,"1,377.70","1,310.85","1,365.90","1,328.85",37.05,2.79
Amber Enterpris,"3,899.70","3,711.00","3,852.50","3,750.10",102.4,2.73
Intellect Desig,857.95,831.00,853.80,831.35,22.45,2.7
Gujarat Gas,558.40,540.55,556.05,541.60,14.45,2.67
NALCO,144.00,136.10,138.90,135.30,3.6,2.66
Transport Corp,869.00,825.00,850.15,828.30,21.85,2.64
MTAR Tech,"2,240.00","2,165.05","2,221.00","2,165.05",55.95,2.58
Jindal Stainles,606.95,588.75,604.60,590.15,14.45,2.45
