company_name,high,low,last_price,prev_close,change,percent_gain
Rail Vikas,618.40,557.75,609.95,542.75,67.2,12.38
Indigo Paints,"1,560.00","1,390.95","1,538.20","1,390.10",148.1,10.65
Rajesh Exports,329.45,286.00,315.35,286.40,28.95,10.11
Capri Global,229.50,210.59,225.62,214.27,11.35,5.3
Capri Global,229.50,210.59,225.62,214.27,11.35,5.3
Vardhman Text,540.00,504.10,531.65,506.15,25.5,5.04
NLC India,280.00,253.30,276.61,263.48,13.13,4.98
India Cements,297.90,275.10,295.85,281.95,13.9,4.93
Five-Star Busin,832.55,798.00,828.40,790.90,37.5,4.74
Prism Johnson,176.80,162.27,171.29,164.43,6.86,4.17
Brigade Ent,"1,356.95","1,301.95","1,348.35","1,295.30",53.05,4.1
IRFC,205.00,193.80,203.71,195.85,7.86,4.01
Kansai Nerolac,285.95,269.20,282.35,273.25,9.1,3.33
Fortis Health,473.95,456.55,470.10,455.30,14.8,3.25
J. K. Cement,"4,399.00","4,220.55","4,390.00","4,252.85",137.15,3.22
KPIL,"1,384.95","1,290.85","1,345.50","1,303.60",41.9,3.21
Krishna Inst.,"2,193.90","2,120.00","2,169.25","2,101.90",67.35,3.2
Honasa Consumer,474.55,456.00,470.25,455.70,14.55,3.19
Asian Paints,"3,014.50","2,894.35","2,996.45","2,905.00",91.45,3.15
Mahanagar Gas,"1,737.45","1,661.65","1,715.80","1,664.25",51.55,3.1
Welspun Living,166.28,157.30,165.52,160.62,4.9,3.05
REC,637.20,602.40,629.85,611.95,17.9,2.93
Manappuram Fin,216.00,204.66,212.51,206.58,5.93,2.87
Syngene Intl,747.30,713.05,744.60,724.10,20.5,2.83
Tube Investment,"4,681.70","4,262.00","4,528.65","4,411.70",116.95,2.65
NHPC,109.60,102.06,108.82,106.05,2.77,2.61
Raymond,"3,249.90","3,078.00","3,156.10","3,077.40",78.7,2.56
Solar Ind,"12,666.00","11,800.00","12,362.15","12,055.80",306.35,2.54
Berger Paints,531.90,505.05,526.30,513.85,12.45,2.42
Max Financial,"1,044.00",989.00,"1,037.75","1,013.40",24.35,2.4
Westlife Food,874.95,836.15,855.90,836.15,19.75,2.36
Guj Mineral,432.45,414.20,422.90,413.30,9.6,2.32
Mankind Pharma,"2,214.25","2,142.10","2,150.25","2,102.50",47.75,2.27
CESC,188.50,179.05,186.06,181.94,4.12,2.26
Godrej Consumer,"1,454.95","1,399.95","1,444.10","1,412.15",31.95,2.26
SBI Life Insura,"1,562.50","1,518.60","1,558.80","1,524.75",34.05,2.23
CAMS,"4,327.75","4,000.00","4,075.65","3,987.85",87.8,2.2
ICICI Prudentia,673.70,637.50,660.75,646.50,14.25,2.2
Railtel,529.00,501.65,522.20,511.05,11.15,2.18
Ircon Internati,326.30,306.50,319.30,312.60,6.7,2.14
Ircon Internati,326.30,306.50,319.30,312.60,6.7,2.14
SBI Card,746.55,724.00,745.30,729.90,15.4,2.11
V-Guard Ind,476.45,445.00,472.65,462.90,9.75,2.11
Guj State Petro,320.00,306.45,317.65,311.40,6.25,2.01
Power Finance,567.60,535.00,560.80,550.15,10.65,1.94
Divis Labs,"4,651.85","4,536.80","4,636.95","4,551.95",85,1.87
Metro Brands,"1,344.95","1,276.05","1,298.85","1,275.20",23.65,1.85
New India Assur,279.66,261.15,276.11,271.31,4.8,1.77
PNB Housing Fin,810.50,770.45,807.15,793.30,13.85,1.75
Torrent Power,"1,549.95","1,500.00","1,545.25","1,518.65",26.6,1.75
Caplin Labs,"1,560.00","1,482.85","1,535.25","1,509.35",25.9,1.72
Himadri Special,442.90,406.55,432.85,425.65,7.2,1.69
Bata India,"1,544.95","1,487.10","1,540.65","1,515.30",25.35,1.67
LIC India,"1,062.00","1,016.00","1,049.50","1,032.35",17.15,1.66
